CustomerNo,Sex,Marital status,Age,Education,Income,Occupation,Size of Community
1342,1,1,32,1,109324,1,1
1343,1,1,25,1,112785,1,1
1344,1,1,46,2,136735,0,0
1345,1,1,21,1,107779,1,1
1346,1,1,29,1,103526,1,0
1347,1,1,31,1,93171,0,0
1348,1,0,26,1,106559,0,0
1349,1,1,23,1,112728,1,1
1350,1,0,38,1,102855,1,1
1351,1,0,35,1,85381,0,0
1352,1,1,27,1,100762,1,1
1353,1,1,22,1,131445,1,1
1354,1,1,52,2,123194,1,0
1355,1,1,19,1,99519,1,1
1356,1,1,23,1,112853,1,0
1357,1,0,42,1,110509,1,0
1358,1,1,27,1,106446,1,1
1359,1,1,39,2,89665,0,0
1360,1,1,50,2,128233,1,1
1361,1,1,36,1,133615,1,0
1362,1,1,25,1,115833,1,1
1363,1,1,27,1,65560,0,0
1364,1,1,30,1,118642,1,0
1365,1,0,22,1,63635,0,0
1366,1,1,27,1,122649,1,1
1367,1,0,31,1,143321,2,1
1368,1,1,29,1,99556,1,0
1369,1,0,34,1,36760,0,0
1370,1,0,33,1,71935,0,0
1371,1,1,26,1,114977,1,0
1372,1,1,36,1,147691,1,1
1373,1,1,26,1,54296,0,0
1374,1,1,39,1,80014,0,0
1375,1,1,44,2,77887,0,0
1376,1,1,46,2,98517,0,0
1377,1,1,31,1,103012,0,0
1378,1,0,26,1,121377,1,0
1379,1,1,22,1,91359,1,1
1380,1,0,48,2,104833,0,0
1381,1,1,27,1,101209,1,0
1382,1,0,30,1,58207,0,0
1383,1,1,27,1,116708,1,1
1384,1,1,36,1,107471,1,1
1385,1,1,31,1,128495,1,0
1386,1,0,21,1,124468,1,0
1387,1,1,26,1,106922,1,1
1388,1,0,24,1,104291,1,0
1389,1,1,29,1,98204,1,0
1390,1,1,32,1,127071,1,0
1391,1,1,45,2,85115,0,0
1392,1,1,58,2,104013,0,0
1393,1,1,25,1,89863,1,0
1394,1,1,67,3,135300,1,0
1395,1,1,53,2,107861,0,0
1396,1,1,24,1,123994,1,0
1397,1,0,20,1,91270,0,0
1398,1,1,71,3,133245,0,0
1399,1,1,31,1,118594,1,1
1400,1,1,27,1,40606,0,0
1401,1,1,36,1,129304,0,0
1402,1,1,25,1,113118,1,0
1403,1,0,41,1,133131,1,0
1404,1,1,30,1,106876,1,1
1405,1,1,32,1,130870,1,1
1406,1,1,29,1,125621,0,0
1407,1,0,27,1,78923,0,0
1408,1,1,32,1,123983,1,0
1409,1,1,25,1,75184,0,0
1410,1,0,24,1,109693,1,0
1411,1,1,63,2,86273,0,0
1412,1,0,42,2,113190,0,0
1413,1,1,22,1,109274,0,0
1414,1,1,46,2,143489,1,1
1415,1,1,24,1,99570,1,1
1416,1,0,30,1,139468,1,1
1417,1,1,44,2,108627,0,0
1418,1,0,25,1,106355,1,0
1419,1,1,27,1,96952,1,0
1420,1,1,27,1,141502,1,1
1421,1,1,34,1,110420,1,1
1422,1,1,18,1,97741,1,1
1423,1,1,25,1,99583,1,1
1424,1,1,21,1,63698,0,0
1425,1,1,26,1,116688,1,1
1426,1,1,27,1,131542,2,1
1427,1,0,25,1,136055,1,1
1428,1,1,30,1,100195,1,1
1429,1,0,66,3,131001,1,0
1430,1,1,25,1,104062,1,1
1431,1,1,43,2,137689,1,0
1432,1,1,35,1,137705,1,1
1433,1,0,70,3,69915,0,0
1434,1,0,35,1,68731,0,0
1435,1,1,26,1,105726,1,0
1436,1,0,29,1,78078,0,0
1437,1,1,22,1,110835,0,0
1438,1,0,26,1,115531,1,1
1439,1,1,36,1,92723,0,0
1440,1,1,35,1,107509,1,1
1441,1,1,28,1,116763,1,1
1442,1,1,24,1,100733,1,0
1443,1,1,34,1,92652,0,0
1444,1,1,25,1,106987,1,0
1445,1,1,54,2,51882,0,0
1446,1,0,46,2,104751,0,0
1447,1,1,42,1,50947,0,0
1448,1,0,45,2,126986,0,0
1449,1,0,48,2,110223,0,0
1450,1,0,21,1,100591,0,0
1451,1,1,31,1,123257,1,0
1452,1,0,35,1,137736,1,1
1453,1,1,36,1,110221,1,1
1454,1,1,32,1,99703,0,0
1455,1,1,26,1,106667,0,0
1456,1,1,34,1,143319,1,0
1457,1,1,65,2,135557,1,1
1458,1,1,50,2,93390,0,0
1459,1,1,39,1,97577,1,0
1460,1,0,52,2,124196,0,0
1461,1,1,36,1,81136,0,0
1462,1,1,29,1,119439,1,0
1463,1,1,36,1,145231,1,1
1464,1,1,36,1,85623,0,0
1465,1,1,27,1,145373,1,1
1466,1,1,36,1,135896,2,1
1467,1,1,26,1,106470,1,1
1468,1,0,57,2,113334,1,1
1469,1,0,27,1,100560,0,0
1470,1,1,58,2,108442,0,0
1471,1,1,27,1,64472,0,0
1472,1,1,49,2,120207,1,0
1473,1,1,43,2,101680,1,0
1474,1,0,45,2,92342,0,0
1475,1,1,27,1,98611,0,0
1476,1,1,34,1,97613,1,1
1477,1,1,21,1,82298,0,0
1478,1,1,54,2,125302,1,1
1479,1,1,43,2,108725,0,0
1480,1,0,25,1,85569,0,0
1481,1,0,57,2,110372,0,0
1482,1,1,26,1,100511,1,1
1483,1,0,30,1,110455,1,0
1484,1,0,58,2,141993,0,0
1485,1,1,25,1,121789,1,1
1486,1,1,23,1,138967,1,0
1487,1,0,22,1,105230,1,0
1488,1,1,21,1,90656,1,1
1489,1,1,20,1,115445,1,1
1490,1,1,22,1,59955,0,0
1491,1,0,27,1,126268,1,1
1492,1,0,24,1,80830,0,0
1493,1,1,23,1,123625,1,0
1494,1,1,26,1,102543,1,1
1495,1,0,28,1,101948,1,0
1496,1,1,64,3,142280,1,0
1497,1,1,26,1,105434,1,1
1498,1,1,31,1,106115,1,0
1499,1,0,28,1,111057,0,0
1500,1,1,25,1,117758,1,1
1501,1,0,49,2,118396,0,0
1502,1,1,33,1,136260,1,1
1503,1,0,27,1,97192,1,0
1504,1,1,59,2,62101,0,0
1505,1,1,28,1,123497,1,0
1506,1,1,24,1,120326,1,1
1507,1,1,26,1,66645,0,0
1508,1,0,33,1,83429,0,0
1509,1,0,37,1,107539,1,1
1510,1,1,46,2,153880,1,0
1511,1,1,62,2,140178,0,1
1512,1,0,26,1,100402,0,0
1513,1,1,49,2,122158,0,0
1514,1,1,25,1,89331,0,0
1515,1,1,37,1,125359,0,0
1516,1,0,31,1,124110,1,0
1517,1,0,25,1,93526,0,0
1518,1,1,21,1,70170,0,0
1519,1,1,27,1,82357,0,0
1520,1,1,29,1,126745,1,0
1521,1,1,30,1,103326,1,1
1522,1,1,26,1,116048,1,1
1523,1,1,40,2,137115,0,0
1524,1,1,23,1,105365,1,1
1525,1,1,31,1,95911,1,0
1526,1,1,29,1,88669,0,0
1527,1,0,22,1,103776,0,0
1528,1,1,26,1,108864,1,1
1529,1,0,39,1,106037,1,1
1530,1,0,35,1,84851,0,0
1531,1,1,26,1,95748,1,1
1532,1,1,28,1,133616,1,1
1533,1,1,56,2,132752,1,0
1534,1,1,22,1,95712,1,1
1535,1,1,26,1,109063,1,0
1536,1,0,41,1,113521,1,0
1537,1,1,29,1,109380,1,1
1538,1,1,42,2,82558,0,0
1539,1,1,50,2,124777,1,1
1540,1,1,33,1,133542,1,0
1541,1,1,28,1,116492,1,1
1542,1,1,27,1,68834,0,0
1543,1,1,27,1,124023,1,0
1544,1,0,28,1,63882,0,0
1545,1,1,24,1,122492,1,1
1546,1,0,28,1,141453,2,1
1547,1,1,32,1,99327,1,0
1548,1,0,32,1,45590,0,0
1549,1,0,30,1,71167,0,0
1550,1,1,29,1,111992,1,0
1551,1,1,37,1,145140,1,1
1552,1,1,24,1,49672,0,0
1553,1,1,36,1,75536,0,0
1554,1,1,40,2,86720,0,0
1555,1,1,51,2,97729,0,0
1556,1,1,33,1,106808,0,0
1557,1,0,31,1,117971,1,0
1558,1,1,29,1,97731,1,1
1559,1,0,48,2,109196,0,0
1560,1,1,25,1,94905,1,0
1561,1,0,28,1,57480,0,0
1562,1,1,23,1,109175,1,1
1563,1,1,32,1,111174,1,1
1564,1,1,34,1,127255,1,0
1565,1,0,23,1,115499,1,0
1566,1,1,25,1,109499,1,1
1567,1,0,25,1,104696,1,0
1568,1,1,27,1,104467,1,0
1569,1,1,29,1,120157,1,0
1570,1,1,46,2,81200,0,0
1571,1,1,61,2,97558,0,0
1572,1,1,25,1,95914,1,0
1573,1,1,67,3,128053,1,0
1574,1,1,49,2,101734,0,0
1575,1,1,21,1,126009,1,0
1576,1,0,19,1,91232,0,0
1577,1,1,67,3,128343,0,0
1578,1,1,31,1,110040,1,1
1579,1,1,27,1,38247,0,0
1580,1,1,37,1,129027,0,0
1581,1,1,27,1,115026,1,0
1582,1,0,36,1,130323,1,0
1583,1,1,24,1,103181,1,1
1584,1,1,31,1,138307,1,1
1585,1,1,29,1,122564,0,0
1586,1,0,28,1,82351,0,0
1587,1,1,34,1,125351,1,0
1588,1,1,26,1,82940,0,0
1589,1,0,21,1,108029,1,0
1590,1,1,63,2,82734,0,0
1591,1,0,38,2,116816,0,0
1592,1,1,20,1,113472,0,0
1593,1,1,44,2,143343,1,1
1594,1,1,31,1,104074,1,1
1595,1,0,33,1,138525,1,1
1596,1,1,49,2,106960,0,0
1597,1,0,26,1,108323,1,0
1598,1,1,28,1,95784,1,0
1599,1,1,30,1,140673,1,1
1600,1,1,36,1,104235,1,1
1601,1,1,27,1,54041,0,0
1602,0,0,23,0,107961,0,0
1603,0,0,31,0,113757,1,0
1604,1,1,27,1,94884,1,0
1605,1,1,25,1,126041,1,0
1606,1,1,23,1,64952,0,0
1607,0,1,27,1,66764,0,0
1608,1,0,38,1,67861,0,0
1609,0,0,44,1,113516,0,0
1610,1,1,42,1,46109,0,0
1611,1,1,25,1,103651,0,0
1612,0,1,40,1,75043,0,0
1613,1,1,24,1,116473,0,0
1614,1,0,39,1,96614,0,0
1615,0,0,24,0,66447,0,0
1616,1,0,50,1,119068,1,0
1617,1,1,28,1,122973,0,0
1618,1,1,36,1,81609,0,0
1619,0,0,36,1,105519,1,0
1620,1,1,40,1,86649,0,0
1621,1,0,31,0,76384,0,0
1622,0,1,27,1,67136,0,0
1623,1,1,35,1,93155,0,0
1624,0,0,51,1,124183,0,0
1625,1,0,26,0,64860,0,0
1626,0,0,33,1,87232,0,0
1627,1,1,27,1,92304,0,0
1628,0,0,38,1,84254,0,0
1629,1,0,30,0,106696,1,0
1630,0,0,28,0,113212,1,0
1631,0,0,23,0,71076,0,0
1632,1,1,23,1,114270,0,0
1633,1,1,26,1,125538,1,0
1634,1,1,21,1,92442,0,0
1635,1,0,36,1,75297,0,0
1636,1,1,24,1,65707,0,0
1637,0,0,41,1,120387,1,0
1638,0,0,42,1,120946,1,0
1639,0,0,27,0,73265,0,0
1640,0,1,40,1,77481,0,0
1641,1,1,34,1,91282,0,0
1642,0,0,40,1,104405,0,0
1643,0,0,33,1,99646,1,0
1644,1,0,49,1,97791,0,0
1645,0,0,28,0,81878,0,0
1646,1,1,26,1,107908,1,0
1647,1,0,40,1,98608,0,0
1648,0,0,47,1,95228,0,0
1649,1,1,41,1,128163,1,0
1650,1,1,29,1,94325,0,0
1651,1,1,37,1,90815,0,0
1652,0,0,31,0,120719,1,0
1653,0,0,35,1,110159,1,0
1654,0,0,35,1,124490,1,0
1655,1,1,29,1,75161,0,0
1656,1,0,37,1,127206,1,0
1657,0,0,37,1,83660,0,0
1658,1,1,26,1,87400,0,0
1659,1,1,28,1,78942,0,0
1660,1,1,23,1,88452,0,0
1661,0,0,38,1,104128,1,0
1662,1,1,30,1,100313,1,0
1663,1,0,45,1,107387,1,0
1664,0,0,24,0,84355,0,0
1665,1,0,35,1,112723,1,0
1666,1,1,41,1,115892,1,0
1667,0,1,30,1,106597,1,0
1668,1,1,30,1,121327,1,0
1669,1,1,26,1,92559,0,0
1670,1,1,25,1,87537,0,0
1671,1,1,23,1,70569,0,0
1672,1,1,27,1,85294,0,0
1673,1,0,26,0,70905,0,0
1674,0,0,25,0,103716,0,0
1675,0,1,27,1,94947,1,0
1676,1,0,42,1,80116,0,0
1677,0,0,35,1,86492,0,0
1678,1,1,25,1,88672,0,0
1679,1,1,26,1,82984,0,0
1680,0,0,38,1,128100,1,0
1681,1,0,28,0,72869,0,0
1682,0,1,33,1,112227,1,0
1683,1,0,40,1,94674,0,0
1684,1,1,23,1,101003,1,0
1685,1,0,25,0,112924,1,0
1686,1,0,28,0,108645,0,0
1687,0,0,41,1,69415,0,0
1688,1,0,50,1,112204,0,0
1689,1,1,23,1,109700,1,0
1690,1,1,26,1,104484,1,0
1691,1,1,22,1,61239,0,0
1692,0,0,37,1,119602,0,0
1693,1,0,38,1,81014,0,0
1694,1,1,22,1,68165,0,0
1695,1,0,30,0,88652,0,0
1696,0,0,38,1,75705,0,0
1697,1,1,36,1,104189,1,0
1698,0,0,41,1,71603,0,0
1699,1,1,29,1,121914,1,0
1700,1,1,31,1,106637,1,0
1701,1,0,31,0,99800,1,0
1702,1,0,21,0,67629,0,0
1703,0,0,32,0,120354,1,0
1704,1,1,35,1,122110,1,0
1705,0,0,29,0,89170,0,0
1706,1,0,34,1,109195,1,0
1707,1,0,38,1,92392,0,0
1708,1,1,33,1,43805,0,0
1709,1,1,28,1,68389,0,0
1710,1,1,28,1,112521,1,0
1711,0,0,21,0,59255,0,0
1712,1,1,29,1,98612,0,0
1713,1,1,26,1,70649,0,0
1714,1,0,40,1,95228,0,0
1715,1,0,25,0,46865,0,0
1716,0,1,20,1,101688,1,0
1717,1,1,23,1,62618,0,0
1718,1,0,27,0,102531,1,0
1719,1,0,36,1,100737,1,0
1720,1,1,25,1,107321,1,0
1721,1,1,25,1,112879,0,0
1722,1,1,34,1,125372,0,0
1723,1,0,24,0,69419,0,0
1724,1,0,36,1,124759,1,0
1725,1,0,40,1,79076,0,0
1726,0,0,39,1,84779,0,0
1727,1,0,42,1,77393,0,0
1728,0,0,35,1,113187,0,0
1729,1,1,27,1,99100,1,0
1730,0,0,27,0,64954,0,0
1731,1,1,23,1,103244,1,0
1732,1,1,32,1,124975,1,0
1733,0,1,28,1,133582,1,0
1734,0,0,22,0,103519,1,0
1735,0,0,31,0,117813,1,0
1736,1,1,22,1,119902,1,0
1737,0,0,23,0,70783,0,0
1738,1,1,35,1,125470,0,0
1739,1,1,26,1,109782,0,0
1740,1,1,28,1,78322,0,0
1741,0,0,54,1,125517,1,0
1742,1,0,49,1,102463,0,0
1743,1,0,38,1,89309,0,0
1744,1,0,47,1,110287,1,0
1745,1,0,49,1,122391,0,0
1746,1,1,30,1,116399,1,0
1747,1,0,32,0,81907,0,0
1748,1,1,24,1,97909,0,0
1749,1,0,25,0,68051,0,0
1750,0,0,33,1,82414,0,0
1751,1,1,34,1,123089,1,0
1752,1,1,24,1,66537,0,0
1753,1,0,36,1,127926,0,0
1754,1,0,41,1,78963,0,0
1755,0,1,33,1,108694,1,0
1756,1,1,26,1,100892,1,0
1757,1,0,36,1,119560,1,0
1758,1,0,35,1,116176,0,0
1759,0,0,29,0,111854,1,0
1760,1,1,26,1,69831,0,0
1761,0,0,31,0,69375,0,0
1762,0,1,26,1,71310,0,0
1763,0,0,47,1,73913,0,0
1764,0,1,20,1,95492,1,0
1765,0,0,45,1,109329,0,0
1766,0,0,36,1,116027,1,0
1767,0,1,31,1,81987,0,0
1768,1,0,41,1,83481,0,0
1769,1,0,31,0,72361,0,0
1770,1,1,27,1,106625,0,0
1771,1,1,32,1,123707,1,0
1772,1,0,43,1,79353,0,0
1773,1,0,32,0,68347,0,0
1774,1,1,29,1,115832,1,0
1775,0,0,37,1,89946,0,0
1776,1,0,35,1,86319,0,0
1777,1,1,23,1,70963,0,0
1778,0,0,40,1,106120,1,0
1779,1,1,26,1,97856,1,0
1780,0,0,28,0,61824,0,0
1781,1,1,40,1,103907,1,0
1782,1,1,26,1,99953,0,0
1783,1,1,23,1,113413,1,0
1784,0,0,26,0,107091,0,0
1785,0,0,26,0,124783,1,0
1786,1,0,49,1,92281,0,0
1787,1,1,26,1,96219,1,0
1788,1,0,35,1,86221,0,0
1789,1,1,24,1,80962,0,0
1790,1,0,46,1,78754,0,0
1791,0,0,26,0,60026,0,0
1792,0,0,47,1,88157,0,0
1793,0,0,27,0,59881,0,0
1794,0,1,41,1,112818,1,0
1795,1,1,29,1,102250,1,0
1796,1,1,28,1,38980,0,0
1797,1,1,33,1,81807,0,0
1798,1,0,50,1,93148,0,0
1799,1,1,32,1,108032,1,0
1800,0,1,31,1,89335,0,0
1801,0,0,52,1,95639,0,0
1802,0,0,53,1,124902,1,0
1803,1,1,34,1,87801,0,0
1804,1,1,22,1,92538,1,0
1805,0,1,33,1,83687,0,0
1806,0,0,32,0,128310,1,0
1807,1,0,45,1,104754,0,0
1808,0,1,25,1,68222,0,0
1809,1,1,41,1,97006,0,0
1810,1,0,36,1,107372,0,0
1811,1,1,27,1,110511,1,0
1812,0,0,40,1,72193,0,0
1813,1,0,37,1,95972,0,0
1814,0,0,35,1,105556,0,0
1815,0,0,34,1,88701,0,0
1816,1,0,28,0,117710,1,0
1817,1,0,44,1,76057,0,0
1818,0,1,27,1,100392,1,0
1819,1,0,50,1,113308,1,0
1820,1,1,18,1,100924,1,0
1821,1,0,25,0,72188,0,0
1822,1,1,40,1,70431,0,0
1823,0,1,28,1,110103,1,0
1824,1,1,23,1,60825,0,0
1825,1,1,35,1,75100,0,0
1826,1,1,28,1,129327,1,0
1827,1,0,23,0,95541,1,0
1828,0,1,34,1,112777,1,0
1829,1,1,29,1,51496,0,0
1830,1,0,35,1,102781,1,0
1831,1,1,32,1,87494,0,0
1832,1,0,46,1,72728,0,0
1833,1,1,27,1,114775,1,0
1834,1,1,25,1,124359,1,0
1835,1,1,27,1,101620,0,0
1836,1,1,24,1,87964,0,0
1837,1,0,33,0,69523,0,0
1838,1,1,24,1,109486,1,0
1839,1,0,28,0,77206,0,0
1840,1,0,35,1,53608,0,0
1841,1,1,30,1,118677,1,0
1842,0,0,43,1,116512,1,0
1843,0,1,21,1,114756,0,0
1844,1,1,24,1,65852,0,0
1845,0,0,34,1,75626,0,0
1846,1,1,26,1,127455,1,0
1847,0,0,37,1,107073,1,0
1848,1,1,32,1,82196,0,0
1849,1,1,33,1,106741,0,0
1850,0,1,28,1,94518,1,0
1851,1,1,30,1,114430,1,0
1852,1,1,26,1,57165,0,0
1853,1,0,25,0,109610,0,0
1854,0,0,33,0,113619,1,0
1855,1,1,30,1,93854,1,0
1856,1,1,26,1,129022,1,0
1857,0,1,23,1,66804,0,0
1858,0,1,25,1,62689,0,0
1859,1,0,40,1,67619,0,0
1860,0,0,46,1,113495,0,0
1861,1,1,43,1,48632,0,0
1862,1,1,22,1,107394,0,0
1863,0,1,39,1,72385,0,0
1864,1,1,27,1,115934,0,0
1865,0,0,40,1,93183,0,0
1866,0,0,24,0,63506,0,0
1867,1,0,52,1,113619,1,0
1868,1,1,30,1,121399,0,0
1869,1,1,34,1,78281,0,0
1870,1,0,38,1,103926,1,0
1871,0,1,39,1,89097,0,0
1872,1,0,29,0,80852,0,0
1873,0,1,25,1,65207,0,0
1874,1,1,35,1,93495,0,0
1875,0,0,53,1,121970,0,0
1876,0,0,26,0,62027,0,0
1877,0,0,33,1,88602,0,0
1878,0,1,29,1,89914,0,0
1879,0,0,39,1,83342,0,0
1880,0,0,29,0,103439,1,0
1881,0,0,26,0,115451,1,0
1882,0,0,24,0,68250,0,0
1883,1,1,21,1,113630,0,0
1884,1,1,26,1,125880,1,0
1885,1,1,20,1,91177,0,0
1886,1,0,35,1,73266,0,0
1887,1,1,24,1,69021,0,0
1888,1,0,40,1,122593,1,0
1889,1,0,44,1,122180,1,0
1890,0,0,29,0,75160,0,0
1891,1,1,39,1,81973,0,0
1892,1,1,35,1,92194,0,0
1893,0,0,42,1,107380,0,0
1894,1,0,32,1,98023,1,0
1895,0,0,48,1,94868,0,0
1896,0,0,26,0,83442,0,0
1897,1,1,26,1,109887,1,0
1898,0,0,42,1,98876,0,0
1899,0,0,48,1,94962,0,0
1900,1,1,42,1,130740,1,0
1901,1,1,27,1,94095,0,0
1902,1,1,37,1,95071,0,0
1903,0,0,33,0,117308,1,0
1904,0,0,33,1,112093,1,0
1905,1,0,37,1,123893,1,0
1906,1,1,31,1,80189,0,0
1907,0,0,39,1,124089,1,0
1908,1,0,40,1,82673,0,0
1909,1,1,28,1,88858,0,0
1910,1,1,26,1,80540,0,0
1911,1,1,24,1,84228,0,0
1912,0,0,40,1,103963,1,0
1913,1,1,29,1,102397,1,0
1914,0,0,43,1,111563,1,0
1915,0,0,23,0,88260,0,0
1916,1,0,34,1,114767,1,0
1917,1,1,42,1,113275,1,0
1918,1,1,33,1,104755,1,0
1919,1,1,32,1,120525,1,0
1920,1,1,26,1,96082,0,0
1921,1,1,23,1,87227,0,0
1922,1,1,26,1,69333,0,0
1923,1,1,27,1,87777,0,0
1924,0,0,24,0,70978,0,0
1925,0,0,27,0,104196,0,0
1926,1,1,26,1,97551,1,0
1927,1,0,42,1,78979,0,0
1928,1,0,37,1,82500,0,0
1929,1,1,26,1,86306,0,0
1930,1,1,24,1,78762,0,0
1931,1,0,39,1,125543,1,0
1932,0,0,26,0,70336,0,0
1933,0,1,35,1,112975,1,0
1934,0,0,38,1,96681,0,0
1935,1,1,24,1,98922,1,0
1936,1,0,26,0,109250,1,0
1937,0,0,25,0,108960,0,0
1938,0,0,40,1,71302,0,0
1939,1,0,48,1,107757,0,0
1940,1,1,22,1,111600,1,0
1941,1,1,25,1,102974,1,0
1942,0,1,24,1,63442,0,0
1943,0,0,39,1,118913,0,0
1944,0,0,39,1,80987,0,0
1945,1,1,21,1,68790,0,0
1946,1,0,27,0,86462,0,0
1947,0,0,40,1,76881,0,0
1948,1,1,37,1,107409,1,0
1949,1,0,42,1,69114,0,0
1950,1,1,31,1,119167,1,0
1951,1,1,31,1,102018,1,0
1952,0,0,30,0,97680,1,0
1953,1,0,23,0,65062,0,0
1954,0,0,33,0,118144,1,0
1955,1,1,37,1,124548,1,0
1956,1,0,29,0,85637,0,0
1957,1,0,31,1,113108,1,0
1958,0,0,39,1,93554,0,0
1959,1,1,33,1,42516,0,0
1960,0,1,26,1,72429,0,0
1961,1,1,27,1,110154,1,0
1962,1,0,20,0,60965,0,0
1963,1,1,27,1,100618,0,0
1964,1,1,26,1,71021,0,0
1965,0,0,40,1,94189,0,0
1966,0,0,24,0,44742,0,0
1967,1,1,22,1,103201,1,0
1968,1,1,24,1,62335,0,0
1969,1,0,27,0,103787,1,0
1970,0,0,35,1,99401,1,0
1971,0,1,27,1,105197,1,0
1972,1,1,25,1,115566,0,0
1973,1,1,34,1,125843,0,0
1974,1,0,24,0,67936,0,0
1975,1,0,34,1,120863,1,0
1976,0,0,42,1,77317,0,0
1977,1,0,38,1,84653,0,0
1978,0,0,42,1,81606,0,0
1979,1,0,35,1,113380,0,0
1980,1,1,27,1,100644,1,0
1981,0,0,25,0,64037,0,0
1982,1,1,23,1,101350,1,0
1983,1,1,34,1,126334,1,0
1984,1,1,28,1,130877,1,0
1985,0,0,21,0,103470,1,0
1986,1,0,32,0,114588,1,0
1987,1,1,21,1,120682,1,0
1988,0,0,25,0,66628,0,0
1989,1,1,35,1,124447,0,0
1990,1,1,25,1,106567,0,0
1991,1,1,31,1,78758,0,0
1992,0,0,54,1,128537,1,0
1993,1,0,51,1,101074,0,0
1994,1,0,38,1,87670,0,0
1995,0,0,45,1,113414,1,0
1996,1,0,47,1,123525,0,0
1997,1,1,27,1,117744,1,0
1998,0,0,31,0,86400,0,0
1999,1,1,24,1,97968,0,0
2000,0,0,25,0,68416,0,0
